cue_en,target_en,Issue,condition,route_cue_zh,route_target_zh,cue_duplicated,target_duplicated,has_duplicate,str_en,"str_zh, alignment weighted",str_zh,rw_en,"rw_zh, alignment weighted",cnt_en,"cnt_zh, alignment weighted",cnt_zh,route_cue_rcs,route_target_rcs,route_cue_w,route_target_w,route_cue_other_translations,route_target_other_translations,cov_distance,cue_len,target_len,cue_zh,target_zh,cue_sim_cos_rw,target_sim_cos_rw,pair_sim_cos_rw,cue_sim_cos_str,target_sim_cos_str,pair_sim_cos_str,changed,reason
scream,yell,,M+E+,尖叫,呐喊,False,False,False,0.160621717572212,0.0111611867323518,0.0254237279295921,0.391147255897522,0.172880828380585,31.0,1.3170200586319,3.0,0.447117924690247,0.280737221240997,1.0,0.439006686210632,[],"[{'zh': '喊叫', 'rcs': 0.4403048455715179, 'w': 0.22782320362578054}, {'zh': '欢呼', 'rcs': 0.3175866305828094, 'w': 0.18876978998664773}, {'zh': '叫嚷', 'rcs': 0.393348753452301, 'w': 0.14440030688877328}]",1.07936200487412,6,4,尖叫,呐喊,0.7379725,0.75857437,0.74827343,0.41177428,0.42855528,0.42016476,,
scream,lady,,M+E-,尖叫,女生,False,False,False,0.0,0.0095838075503706,0.0423728823661804,0.0087919058278203,0.021215483546257,0.0,1.13088929653168,5.0,0.447117924690247,0.257099211215973,1.0,0.226177856326103,[],"[{'zh': '女', 'rcs': 0.3753880858421325, 'w': 0.22617785022206596}, {'zh': '淑女', 'rcs': 0.3811275660991668, 'w': 0.22617785022206596}, {'zh': '女子', 'rcs': 0.2242671996355056, 'w': 0.22617785022206596}, {'zh': '女人', 'rcs': 0.3171866238117218, 'w': 0.09528859911173618}]",1.49629488980808,6,4,尖叫,女,0.7379725,0.70106053,0.7195165,0.41177428,0.101873435,0.25682387,,
scream,pain,,M-E+,,,False,False,False,0.0310880914330483,0.0,,0.198126584291458,0.0235461574047804,6.0,0.0,,,,,,,,1.42575309641936,6,4,尖叫,伤痛,0.7379725,0.7658408,0.75190663,0.41177428,0.30135605,0.35656518,,
seal,letter,,M+E+,密封,信件,False,True,True,0.0506329089403153,0.0100753363221884,0.05050504952669144,0.0927045941352844,0.0655709207057953,8.0,0.997458338737488,5.0,0.24545381963253,0.459289312362671,0.5,0.398983329534531,"[{'zh': '海豹', 'rcs': 0.2252060621976852, 'w': 0.5}]","[{'zh': '书信', 'rcs': 0.4381456077098846, 'w': 0.601016682430027}]",1.34664300797523,4,6,海豹,书信,0.7661048,0.72047174,0.7432883,0.29184505,0.36632788,0.32908648,y,global uniqueness
seal,jar,,M+E-,密封,罐子,False,False,False,0.0,0.0157903619110584,0.111111111938953,0.0504206642508507,0.0692944228649139,0.0,1.56324577331543,11.0,0.24545381963253,0.51867550611496,0.5,0.284226506948471,"[{'zh': '海豹', 'rcs': 0.2252060621976852, 'w': 0.5}]","[{'zh': '缸', 'rcs': 0.3032687902450561, 'w': 0.28422651929244713}, {'zh': '坛子', 'rcs': 0.3367401957511902, 'w': 0.28422651929244713}, {'zh': '罐头', 'rcs': 0.4481330215930938, 'w': 0.0989784531646106}, {'zh': '罐', 'rcs': 0.4865182042121887, 'w': 0.04834198895804806}]",0.671605269284331,4,3,海豹,缸,0.7661048,0.8230291,0.794567,0.29184505,0.22502257,0.25843382,,
seal,kiss,,M-E+,,,False,False,False,0.0253164544701576,0.0,,0.0766405910253525,0.0040073697455227,4.0,0.0,,,,,,,,1.14714640597915,4,4,海豹,接吻,0.7661048,0.7324997,0.74930227,0.29184505,0.42093036,0.3563877,y,global uniqueness
sewer,rat,,M+E+,下水道,老鼠,False,False,False,0.0614525191485882,0.054646797478199,0.10810811072588,0.246860548853874,0.173026785254478,11.0,6.06579399108887,12.0,0.441880196332932,0.525272011756897,1.0,0.505482852458954,[],"[{'zh': '鼠', 'rcs': 0.4795914888381958, 'w': 0.49451712452432905}]",1.47207172281061,5,3,下水道,老鼠,0.76699734,0.78748375,0.7772405,0.21407603,0.5262946,0.37018532,,
sewer,mermaid,,M+E-,下水道,美人鱼,False,False,False,0.0,0.10810811072588,0.10810811072588,0.0186884701251984,0.259900003671646,0.0,12.0,12.0,0.441880196332932,0.40558460354805,1.0,1.0,[],[],0.994566263293886,5,7,下水道,美人鱼,0.76699734,0.8009887,0.783993,0.21407603,0.16013908,0.18710756,,
sewer,stink,,M-E+,,,False,False,False,0.0335195474326611,0.0,,0.529727637767792,0.025000000372529,6.0,0.0,,,,,,,,0.888366577023268,5,5,下水道,吵闹,0.76699734,0.36970693,0.5683521,0.21407603,0.0025999595,0.10833799,,
sharp,knife,“Sword” has no replacement,M+E+,锋利,刀,False,True,True,0.273972570896149,0.0556358508765698,0.27272728085517883,0.37435194849968,0.241867646574974,60.0,4.89595460891724,24.0,0.398316949605942,0.451748669147491,0.638230860233307,0.319630593061447,"[{'zh': '尖', 'rcs': 0.2377199679613113, 'w': 0.36176915618324945}]","[{'zh': '刀子', 'rcs': 0.5002323985099792, 'w': 0.6803694095529377}]",1.03997951978057,5,5,锋利,刀子,0.7699418,0.8075766,0.78875923,0.57118124,0.6887677,0.6299745,,
sharp,screech,,M+E-,尖,尖叫,False,False,False,0.0,0.0166330654174089,0.04597701132297516,0.0441156961023808,0.0666378811001778,0.0,1.44707667827606,4.0,0.237719967961311,0.358609795570374,0.361769169569016,1.0,"[{'zh': '锋利', 'rcs': 0.3983169496059418, 'w': 0.6382308438167505}]",[],1.2129405098033,5,7,锋利,尖叫,0.7699418,0.6751573,0.72254956,0.57118124,0.16160055,0.36639088,y,global uniqueness
sharp,point,,M-E+,,,False,False,False,0.0730593651533127,0.0,,0.217957317829132,0.0181804541498423,16.0,0.0,,,,,,,,1.31760279554317,5,5,锋利,指向,0.7699418,0.72487867,0.74741024,0.57118124,0.10333664,0.33725893,,
sheet,pillow,,M+E+,床单,枕头,False,False,False,0.0448430553078651,0.0496112033724785,0.0750000029802322,0.434347122907639,0.348138362169266,10.0,3.9688961505889906,6.0,0.279130756855011,0.479484736919403,0.661482691764832,1.0,"[{'zh': '纸张', 'rcs': 0.4602515995502472, 'w': 0.33851730911067296}]",[],0.489691460428502,5,6,床单,枕头,0.7659373,0.79217243,0.7790549,0.31622943,0.74965966,0.53294456,,
sheet,pen,,M+E-,纸张,笔,False,False,False,0.0,0.0115732420235872,0.0683760717511177,0.0593973025679588,0.0946494340896606,0.0,1.35406923294067,8.0,0.460251599550247,0.259019613265991,0.338517308235168,0.5,"[{'zh': '床单', 'rcs': 0.279130756855011, 'w': 0.661482690889327}]","[{'zh': '钢笔', 'rcs': 0.2198588103055954, 'w': 0.5}]",1.05288210674792,5,3,床单,钢笔,0.7659373,0.75962746,0.7627824,0.31622943,0.7793726,0.547801,,
sheet,sail,,M-E+,,,False,False,False,0.0134529108181596,0.0,,0.191192120313644,0.010716020129621,3.0,0.0,,,,,,,,0.587380953908697,5,4,床单,航行,0.7659373,0.79913574,0.7825365,0.31622943,0.33799717,0.3271133,y,global uniqueness
site,area,,M+E+,场所,场地,False,False,False,0.0416666716337204,0.0086171710863709,0.0359712243080139,0.23449395596981,0.0823837667703629,9.0,1.19778668880463,5.0,0.218197926878929,0.241041570901871,0.730011165142059,0.328155726194382,"[{'zh': '地点', 'rcs': 0.3332363367080688, 'w': 0.26998882409914665}]","[{'zh': '面积', 'rcs': 0.4091840088367462, 'w': 0.3281557120225794}, {'zh': '地域', 'rcs': 0.3876585662364959, 'w': 0.14713191289801802}, {'zh': '区', 'rcs': 0.4339649677276611, 'w': 0.11992787865294534}, {'zh': '地方', 'rcs': 0.3078873455524444, 'w': 0.07662878440387767}]",1.07668923005869,4,4,场所,场地,0.6207391,0.67047954,0.6456093,0.34485286,0.15819186,0.25152236,,
site,library,,M+E-,场所,图书馆,False,False,False,0.0,0.0157556366175413,0.0215827338397503,0.0500147119164467,0.0656280070543289,0.0,2.19003343582153,3.0,0.218197926878929,0.477721035480499,0.730011165142059,1.0,"[{'zh': '地点', 'rcs': 0.3332363367080688, 'w': 0.26998882409914665}]",[],1.47589085141985,4,7,场所,图书馆,0.6207391,0.7623995,0.6915693,0.34485286,0.37063518,0.35774404,y,poor translation
site,web,,M-E+,,,False,False,False,0.157407388091087,0.0,,0.225963428616524,0.0203301589936018,34.0,0.0,,,,,,,,0.651546545920652,4,3,场所,网络,0.6207391,0.679988,0.65036356,0.34485286,0.4967448,0.42079884,,
slice,meat,No replacement,M+E+,片,肉,False,True,True,0.0149253690615296,0.0105618275702,0.0337078645825386,0.262448221445084,0.306939601898193,3.0,0.940002679824829,3.0,0.240795686841011,0.568520784378052,0.313334226608276,1.0,"[{'zh': '锅铲', 'rcs': 0.2552796304225921, 'w': 0.6866657782216525}]",[],1.40689112834288,5,4,锅铲,肉,0.7353474,0.8459676,0.7906575,0.022902219,0.49032253,0.25661236,,
slice,snow,Both slice and snow are very good cues,M+E-,片,雪花,False,False,False,0.0,0.0088015235960483,0.0561797767877579,0.0247987490147352,0.0220419708639383,0.0,0.783335566520691,5.0,0.240795686841011,0.350086539983749,0.313334226608276,0.5,"[{'zh': '锅铲', 'rcs': 0.2552796304225921, 'w': 0.6866657782216525}]","[{'zh': '下雪', 'rcs': 0.259146898984909, 'w': 0.5}]",1.26729669414049,5,4,锅铲,下雪,0.7353474,0.80626625,0.7708068,0.022902219,0.3016111,0.16225666,y,poor translation
slice,orange,,M-E+,,,False,False,False,0.0497512482106686,0.0,,0.26062285900116,0.0226737018674612,10.0,0.0,,,,,,,,1.03923206676256,5,6,锅铲,橙汁,0.7353474,0.818682,0.77701473,0.022902219,0.47633475,0.24961849,,
smooth,skin,No replacement,M+E+,光滑,皮肤,False,True,True,0.0547263622283936,0.0939071327447891,0.196078434586525,0.203776776790619,0.172796636819839,11.0,9.57852745056152,20.0,0.437186717987061,0.56460452079773,1.0,0.478926360607147,[],"[{'zh': '壳', 'rcs': 0.3820466101169586, 'w': 0.1817293657600022}, {'zh': '剥皮', 'rcs': 0.3006784617900848, 'w': 0.17885542186769768}, {'zh': '毛皮', 'rcs': 0.363589197397232, 'w': 0.16048884487323642}]",1.41741885295091,6,4,光滑,皮肤,0.7832629,0.7957984,0.78953063,0.5231723,0.27219588,0.3976841,,
smooth,plane,,M+E-,光滑,平面,False,False,False,0.0,0.0132192233577371,0.0294117648154497,0.0563641004264355,0.128543734550476,0.0,1.34836077690125,3.0,0.437186717987061,0.268428295850754,1.0,0.449453592300415,[],"[{'zh': '滑翔', 'rcs': 0.3761391341686249, 'w': 0.44945360527190037}, {'zh': '飞机', 'rcs': 0.4154236614704132, 'w': 0.10109278945619923}]",1.45406601656426,6,5,光滑,滑翔,0.7832629,0.7042102,0.74373657,0.5231723,0.3956297,0.459401,,poor translation
smooth,sailing,,M-E+,,,False,False,False,0.0298507511615753,0.0,,0.0936283692717552,0.0211047232151032,6.0,0.0,,,,,,,,0.690914433074757,6,7,光滑,航班,0.7832629,0.6612883,0.7222756,0.5231723,0.052034944,0.28760362,,
spin,wheel,,M+E+,转动,轮子,False,False,False,0.0295566469430923,0.0084971133619546,0.0744680836796761,0.288074165582657,0.061639029532671,6.0,0.798728704452515,7.0,0.290563136339188,0.531565666198731,0.476323395967484,0.239551737904549,"[{'zh': '旋转', 'rcs': 0.2885651886463165, 'w': 0.5236766046364622}]","[{'zh': '车轮', 'rcs': 0.547667920589447, 'w': 0.23955173710622196}, {'zh': '方向盘', 'rcs': 0.4993504583835602, 'w': 0.23955173710622196}, {'zh': '轮', 'rcs': 0.3787873983383178, 'w': 0.23955173710622196}, {'zh': '轮椅', 'rcs': 0.3203202188014984, 'w': 0.041793051575112115}]",1.07393785006575,4,5,旋转,车轮,0.7111176,0.8055589,0.7583383,0.03836216,0.2208088,0.12958547,,
spin,leap,,M+E-,旋转,跳跃,False,False,False,0.0,0.149621903896332,0.28571429848671,0.0461551770567894,0.169252276420593,0.0,15.710298538208,30.0,0.288565188646317,0.271698355674744,0.523676633834839,1.0,"[{'zh': '转动', 'rcs': 0.2905631363391876, 'w': 0.4763233953635378}]",[],0.425784945880437,4,4,旋转,跳跃,0.7111176,0.6972972,0.7042074,0.03836216,0.0020978816,0.020230021,,
spin,round,,M-E+,,,False,False,False,0.0640394166111946,0.0,,0.174656391143799,0.0211963914334774,13.0,0.0,,,,,,,,0.951671386866422,4,5,旋转,回合,0.7111176,0.46832725,0.58972245,0.03836216,0.014070731,0.026216445,,
spray,bottle,,M+E+,喷雾,瓶子,False,False,False,0.0526315867900848,0.020984360948205,0.0459770113229752,0.0931181162595749,0.104837343096733,11.0,1.82563936710358,4.0,0.523648321628571,0.480711907148361,1.0,0.456409841775894,[],"[{'zh': '奶瓶', 'rcs': 0.5026694536209106, 'w': 0.45640985357178115}, {'zh': '酒', 'rcs': 0.38345867395401, 'w': 0.08718029285643766}]",1.08965634768755,5,6,喷雾,瓶子,0.74561656,0.71386576,0.72974116,0.18206261,0.16522732,0.17364496,,
spray,alcohol,,M+E-,喷雾,酒精,False,False,False,0.0,0.0292588751763105,0.0344827584922314,0.0647434294223785,0.25599467754364,0.0,2.54552221298218,3.0,0.523648321628571,0.581928133964539,1.0,0.848507404327393,[],"[{'zh': '酒', 'rcs': 0.2689618468284607, 'w': 0.1514925831382802}]",1.04218167223483,5,7,喷雾,酒精,0.74561656,0.7658027,0.75570965,0.18206261,0.41948226,0.30077243,,
spray,ocean,,M-E+,,,False,False,False,0.0478468984365463,0.0,,0.128483846783638,0.0183143466711044,10.0,0.0,,,,,,,,0.704042248211733,5,5,喷雾,海洋,0.74561656,0.855346,0.8004813,0.18206261,0.43111223,0.30658743,,
string,violin,,M+E+,弦,小提琴,False,False,False,0.0400000065565109,0.0520715191960335,0.0897435918450356,0.239401265978813,0.265917330980301,10.0,4.06157827377319,7.0,0.418742388486862,0.533695757389069,0.580225467681885,1.0,"[{'zh': '绳子', 'rcs': 0.3045003116130829, 'w': 0.41977453550667027}]",[],0.561770002065642,6,6,弦,小提琴,0.6284958,0.80656534,0.7175306,0.254066,0.2713516,0.26270878,,
string,serpent,,M+E-,绳子,蛇,False,False,False,0.0,0.0161451753228903,0.0384615398943424,0.0231917351484299,0.0694726854562759,0.0,1.67909812927246,4.0,0.304500311613083,0.425779789686203,0.419774532318115,1.0,"[{'zh': '弦', 'rcs': 0.4187423884868622, 'w': 0.5802254644933297}]",[],1.13750264794354,6,7,弦,蛇,0.6284958,0.72112226,0.67480904,0.254066,0.022838162,0.13845208,,uncommon word
string,thread,,M-E+,,,False,False,False,0.0520000047981739,0.0,,0.383832424879074,0.0247104559093714,13.0,0.0,,,,,,,,0.489235755541289,6,6,弦,穿,0.6284958,0.64790684,0.63820136,0.254066,0.026098285,0.14008214,,
subway,train,No replacement,M+E+,地铁,火车,False,True,True,0.181434631347656,0.0247524753212929,0.0495049506425858,0.2997165620327,0.265799999237061,43.0,2.5,5.0,0.421749442815781,0.406821429729462,1.0,0.5,[],"[{'zh': '列车', 'rcs': 0.3996173441410064, 'w': 0.5}]",1.27772518029182,6,5,地铁,火车,0.7617278,0.78923094,0.7754794,0.38268942,0.15093203,0.26681072,,
subway,squeeze,,M+E-,地铁,挤,False,False,False,0.0,0.018676707521081,0.0495049506425858,0.0298631452023983,0.186408847570419,0.0,1.88634741306305,5.0,0.421749442815781,0.220169991254807,1.0,0.377269476652145,[],"[{'zh': '捏', 'rcs': 0.3188902139663696, 'w': 0.3434488904341609}, {'zh': '挤压', 'rcs': 0.2590376138687134, 'w': 0.2792816473521119}]",1.16152253692794,6,7,地铁,挤,0.7617278,0.65930796,0.7105179,0.38268942,0.08670793,0.23469867,y,poor translation
subway,below,,M-E+,,,False,False,False,0.0126582309603691,0.0,,0.187262326478958,0.0386999994516373,3.0,0.0,,,,,,,,1.49928562851038,6,5,地铁,下面,0.7617278,0.5568327,0.65928024,0.38268942,0.60774994,0.49521968,y,global uniqueness
swamp,wet,,M+E+,淹没,水,False,False,False,0.0364583283662796,0.0104248346760869,0.120689652860165,0.267675280570984,0.0364772044122219,7.0,1.20928084850311,14.0,0.230802491307259,0.376829147338867,0.60768449306488,0.142141535878181,"[{'zh': '沼泽', 'rcs': 0.4666385054588318, 'w': 0.3923155171236762}]","[{'zh': '湿', 'rcs': 0.4603066146373749, 'w': 0.25993643248032516}, {'zh': '湿的', 'rcs': 0.4789307117462158, 'w': 0.25993643248032516}, {'zh': '潮湿', 'rcs': 0.4323588013648987, 'w': 0.25993643248032516}, {'zh': '液体', 'rcs': 0.3145627677440643, 'w': 0.07804916587005213}]",1.33970487202137,5,3,淹没,湿,0.6842351,0.810579,0.7474071,0.2664486,0.37285385,0.31965122,,
swamp,swim,,M+E-,淹没,游泳,False,False,False,0.0,0.015715979039669,0.0258620698004961,0.0742063149809837,0.207281187176704,0.0,1.82305347919464,3.0,0.230802491307259,0.259909629821777,0.60768449306488,1.0,"[{'zh': '沼泽', 'rcs': 0.4666385054588318, 'w': 0.3923155171236762}]",[],0.97372669741195,5,4,淹没,游泳,0.6842351,0.75890666,0.72157085,0.2664486,0.42403856,0.34524357,,uncommon word
swamp,muck,,M-E+,,,False,False,False,0.0208333302289248,0.0,,0.338661283254623,0.0214758198708296,4.0,0.0,,,,,,,,1.47431346909797,5,4,淹没,打扫,0.6842351,0.5523958,0.61831546,0.2664486,0.027797455,0.14712302,,
tent,camp,,M+E+,帐篷,野营,False,False,False,0.0651162788271904,0.0750000029802322,0.150000005960464,0.412218868732452,0.294849991798401,14.0,9.0,18.0,0.472611218690872,0.276619136333466,1.0,0.5,[],"[{'zh': '营地', 'rcs': 0.4515192210674286, 'w': 0.5}]",0.814397719016868,4,4,帐篷,野营,0.76299316,0.7391484,0.75107074,0.4915423,0.612956,0.55224913,,
tent,trip,,M+E-,帐篷,旅行,False,False,False,0.0,0.0196855813264847,0.0333333350718021,0.0489645525813103,0.099451556801796,0.0,2.36226963996887,4.0,0.472611218690872,0.298249572515488,1.0,0.590567409992218,[],"[{'zh': '旅程', 'rcs': 0.2326556891202926, 'w': 0.40943257469127614}]",1.43905840711234,4,4,帐篷,旅行,0.76299316,0.7715139,0.7672535,0.4915423,0.12217965,0.30686098,,
tent,canvas,,M-E+,,,False,False,False,0.0372092984616756,0.0,,0.218114763498306,0.0390999987721443,8.0,0.0,,,,,,,,1.24717888759248,4,6,帐篷,油画,0.76299316,0.6781513,0.72057223,0.4915423,0.13731396,0.31442815,,
thick,thin,No replacement,M+E+,厚,薄,False,True,True,0.18965519964695,0.134453788399696,0.268907576799393,0.181111544370651,0.21764999628067,33.0,16.0,32.0,0.403796255588532,0.40669259428978,1.0,0.5,[],"[{'zh': '细', 'rcs': 0.2999193370342254, 'w': 0.5}]",0.547724522902665,5,4,厚,薄,0.65414226,0.75006765,0.7021049,0.7884531,0.49417633,0.64131474,,
thick,warm,,M+E-,厚,暖和,False,False,False,0.0,0.0136888474225998,0.0252100843936205,0.0474210791289806,0.184128224849701,0.0,1.62897276878357,3.0,0.403796255588532,0.422766238451004,1.0,0.542990922927856,[],"[{'zh': '温暖', 'rcs': 0.3686213195323944, 'w': 0.45700908514453725}]",0.95448223413411,5,4,厚,暖和,0.65414226,0.7935588,0.7238505,0.7884531,0.26628718,0.52737015,,
thick,broad,,M-E+,,,False,False,False,0.0287356302142143,0.0,,0.163884595036507,0.0370999984443188,5.0,0.0,,,,,,,,1.45113193795245,5,5,厚,宽广,0.65414226,0.72209525,0.68811876,0.7884531,0.07773387,0.4330935,,
tribe,clan,,M+E+,族,家族,False,False,False,0.0561797767877579,0.0163043476641178,0.0978260859847069,0.391115993261337,0.0810833349823952,10.0,1.5,9.0,0.365182727575302,0.389264285564423,0.5,0.333333343267441,"[{'zh': '部落', 'rcs': 0.4054463803768158, 'w': 0.5}]","[{'zh': '帮派', 'rcs': 0.2109794467687606, 'w': 0.3333333333333333}, {'zh': '氏族', 'rcs': 0.430666834115982, 'w': 0.3333333333333333}]",0.834938938782556,5,4,族,帮派,0.74247134,0.7459474,0.7442094,0.24318637,0.19057105,0.21687871,,
tribe,warfare,,M+E-,部落,战争,False,False,False,0.0,0.0118099357932806,0.0361445769667625,0.0341155305504799,0.0474102012813091,0.0,0.98022472858429,3.0,0.405446380376816,0.295275807380676,0.5,0.653483152389526,"[{'zh': '族', 'rcs': 0.3651827275753021, 'w': 0.5}]","[{'zh': '斗争', 'rcs': 0.2138779163360595, 'w': 0.34651687342254717}]",1.48135302561099,5,7,族,战争,0.74247134,0.75921524,0.7508433,0.24318637,0.2201114,0.23164889,,
tribe,quest,,M-E+,,,False,False,False,0.0168539378792048,0.0,,0.0952422693371773,0.0159499999135733,3.0,0.0,,,,,,,,1.18877450030258,5,5,族,寻找,0.74247134,0.6608957,0.7016835,0.24318637,0.06716902,0.1551777,y,global uniqueness
trunk,tree,,M+E+,树桩,大树,False,False,False,0.142857134342194,0.0120392693206668,0.0505050495266914,0.123941317200661,0.180015966296196,26.0,1.39655518531799,5.0,0.40051132440567,0.392081797122955,0.282819181680679,0.389456957578659,"[{'zh': '树干', 'rcs': 0.4448303580284118, 'w': 0.7171808167341409}]","[{'zh': '树', 'rcs': 0.3510806560516357, 'w': 0.3894569459129817}, {'zh': '树木', 'rcs': 0.4441355466842651, 'w': 0.22108610817403662}]",0.849603925549732,5,4,树干,大树,0.48890853,0.80540377,0.6471561,0.081536956,0.4329255,0.25723124,,
trunk,bunny,,M+E-,树桩,兔子,False,False,False,0.0,0.0142837967723608,0.05050504952669144,0.0277149677276611,0.0682756155729294,0.0,1.41409587860107,5.0,0.40051132440567,0.394385010004044,0.282819181680679,1.0,"[{'zh': '树干', 'rcs': 0.4448303580284118, 'w': 0.7171808167341409}]",[],0.245927069818098,5,5,树干,兔子,0.48890853,0.78345,0.63617927,0.081536956,0.071637444,0.0765872,y,global uniqueness
trunk,suitcase,,M-E+,,,False,False,False,0.0769230797886848,0.0,,0.358101755380631,0.0179899036884308,14.0,0.0,,,,,,,,1.49080822192504,5,8,树干,行李箱,0.48890853,0.7877254,0.638317,0.081536956,0.3202893,0.20091313,,
tunnel,train,No replacement,M+E+,隧道,火车,False,True,True,0.108571425080299,0.0694444477558136,0.138888895511627,0.194699630141258,0.174899995326996,19.0,7.5,15.0,0.529088497161865,0.406821429729462,1.0,0.5,[],"[{'zh': '列车', 'rcs': 0.3996173441410064, 'w': 0.5}]",1.0255887653885,6,5,隧道,火车,0.7858948,0.78923094,0.78756285,0.53203756,0.15093203,0.34148479,,
tunnel,length,,M+E-,隧道,长,False,False,False,0.0,0.0099958889186382,0.0277777779847384,0.0384596660733223,0.100503236055374,0.0,1.07955598831177,3.0,0.529088497161865,0.256422221660614,1.0,0.359851986169815,[],"[{'zh': '长度', 'rcs': 0.4575222134590149, 'w': 0.640148006083392}]",0.864706799273522,6,6,隧道,长度,0.7858948,0.7554534,0.7706741,0.53203756,0.71451336,0.62327546,,
tunnel,tube,,M-E+,,,False,False,False,0.0457142889499664,0.0,,0.218150526285172,0.0379522815346718,8.0,0.0,,,,,,,,0.97144107045126,6,4,隧道,管,0.7858948,0.7207436,0.7533192,0.53203756,0.20718074,0.36960915,,
twist,lemon,,M+E+,拧,柠檬,False,False,False,0.0346534624695778,0.0416666679084301,0.0416666679084301,0.167934015393257,0.179700002074242,7.0,3.0,3.0,0.242564529180527,0.531027972698212,1.0,1.0,[],[],1.02996643657282,5,5,拧,柠檬,0.68939376,0.8096661,0.74952996,0.10314945,0.6100002,0.35657483,,
twist,towel,,M+E-,拧,毛巾,False,False,False,0.0,0.0446114502847195,0.152777776122093,0.0332862436771393,0.0877758711576462,0.0,3.21202445030212,11.0,0.242564529180527,0.544564962387085,1.0,0.292002230882645,[],"[{'zh': '纸巾', 'rcs': 0.4714272916316986, 'w': 0.29200223595986147}, {'zh': '手巾', 'rcs': 0.4699572324752807, 'w': 0.29200223595986147}, {'zh': '抹布', 'rcs': 0.4854107499122619, 'w': 0.12399329212041563}]",0.900774421534169,5,5,拧,纸巾,0.68939376,0.7789504,0.7341721,0.10314945,0.28712675,0.1951381,,
twist,shout,,M-E+,,,False,False,False,0.123762384057045,0.0,,0.0917328894138336,0.020636435598135,25.0,0.0,,,,,,,,0.290731924378437,5,5,拧,叫,0.68939376,0.7077442,0.69856894,0.10314945,0.15875797,0.13095371,,
valley,river,,M+E+,流域,河流,False,False,False,0.139130428433418,0.0133142052218318,0.123595505952835,0.257786840200424,0.107683293521404,16.0,1.07845056056976,11.0,0.44387087225914,0.489626735448837,0.319645524024963,0.264188408851624,"[{'zh': '山谷', 'rcs': 0.5051570534706116, 'w': 0.6803544613277362}]","[{'zh': '小溪', 'rcs': 0.4996245503425598, 'w': 0.26418839524532906}, {'zh': '河', 'rcs': 0.4457035362720489, 'w': 0.26418839524532906}, {'zh': '溪流', 'rcs': 0.4985944032669067, 'w': 0.1300043317852566}, {'zh': '溪', 'rcs': 0.4290595948696136, 'w': 0.07743048247875631}]",0.668080389262702,6,5,山谷,河流,0.77477074,0.82681257,0.8007916,0.3641326,0.5053446,0.43473864,,
valley,bird,,M+E-,山谷,鸟,False,False,False,0.0,0.0125991571694613,0.0370370373129845,0.0230488609522581,0.0612999349832535,0.0,1.02053165435791,3.0,0.505157053470612,0.511888265609741,0.680354475975037,0.5,"[{'zh': '流域', 'rcs': 0.44387087225914, 'w': 0.31964553867226375}]","[{'zh': '姑娘', 'rcs': 0.2078591585159301, 'w': 0.5}]",1.05579478706613,6,4,山谷,鸟,0.77477074,0.75772154,0.76624614,0.3641326,0.18096685,0.27254975,,
valley,shadow,,M-E+,,,False,False,False,0.0260869693011045,0.0,,0.0889424756169319,0.023200087249279,3.0,0.0,,,,,,,,0.190876277591981,6,6,山谷,影子,0.77477074,0.76656234,0.77066654,0.3641326,0.42770177,0.39591718,,
waiter,tray,,M+E+,服务员,托盘,False,False,False,0.0372093021869659,0.0123068951070309,0.0333333350718021,0.390934407711029,0.133135989308357,8.0,1.10762047767639,3.0,0.44697305560112,0.568623721599579,1.0,0.369206845760345,[],"[{'zh': '盘', 'rcs': 0.3201288282871246, 'w': 0.36920685987704865}, {'zh': '碟', 'rcs': 0.3903550803661346, 'w': 0.26158628024590264}]",1.00869903734738,6,4,服务员,盘,0.7142308,0.783063,0.74864686,0.4636184,0.06737667,0.26549754,,
waiter,cheers,,M+E-,服务员,谢谢,False,False,False,0.0,0.022716861218214,0.0333333350718021,0.0756585821509361,0.136573761701584,0.0,2.04451751708984,3.0,0.44697305560112,0.358363449573517,1.0,0.681505799293518,[],"[{'zh': '再见', 'rcs': 0.3508387804031372, 'w': 0.31849418447482974}]",1.15182706513646,6,6,服务员,谢谢,0.7142308,0.56731725,0.640774,0.4636184,0.20484553,0.33423197,,uncommon word
waiter,table,,M-E+,,,False,False,False,0.041860468685627,0.0,,0.243008673191071,0.0254000015556812,9.0,0.0,,,,,,,,1.24329547485786,6,5,服务员,表,0.7142308,0.6845784,0.6994046,0.4636184,0.04760247,0.25561044,,
weight,mass,,M+E+,重量,质量,False,True,True,0.147651001811028,0.0110121732577682,0.0900900885462761,0.335820734500885,0.0441268794238567,22.0,1.22235131263733,10.0,0.466491401195526,0.402521789073944,0.386326521635056,0.316403657197952,"[{'zh': '体重', 'rcs': 0.2601625919342041, 'w': 0.38632652754929114}, {'zh': '高度', 'rcs': 0.3531632423400879, 'w': 0.10823306891676099}, {'zh': '固定', 'rcs': 0.2965547740459442, 'w': 0.07704953730344298}, {'zh': '压力', 'rcs': 0.206294909119606, 'w': 0.042064338681213814}]","[{'zh': '大多数', 'rcs': 0.2543220221996307, 'w': 0.4019633616783435}, {'zh': '多数', 'rcs': 0.2426012307405471, 'w': 0.2816329739179141}]",1.14973572254213,6,4,体重,大多数,0.71597356,0.6085891,0.66228133,0.20806132,0.17297293,0.19051713,,
