id,cue_en,target_en,condition,cue_zh,target_zh,cue_len,target_len,rw_en,"rw_zh, alignment weighted",str_en,"str_zh, alignment weighted",cnt_en,"cnt_zh, alignment weighted",route_cue_zh,route_target_zh,route_cue_rcs,route_target_rcs,route_cue_w,route_target_w,route_s_zh,route_cue_other_translations,route_target_other_translations,cue_sim_cos_rw,target_sim_cos_rw,pair_sim_cos_rw,cue_sim_cos_str,target_sim_cos_str,pair_sim_cos_str,cov_distance
181,scoop,stoop,M+E-,铲子,弯腰,5,5,0.050095491111278534,0.16262023150920868,0.0,0.057793810963630676,0.0,6.357318878173828,捡起,弯腰,0.3155144453048706,0.3258056342601776,0.42382127046585083,1.0,0.13636364042758942,"[{'zh': '铲子', 'rcs': 0.3201693594455719, 'w': 0.42382127259040975}, {'zh': '勺', 'rcs': 0.2109838426113128, 'w': 0.15235745481918056}]",[],0.7555373,0.62338376,0.6894605,0.08311735,0.13508925,0.1091033,0.6365115094750089
182,scoop,sugar,M-E+,铲子,糖,5,5,0.1882948875427246,0.03513478487730026,0.020833326503634453,0.0,3.0,0.0,,,,,,,,,,0.7555373,0.8346725,0.79510486,0.08311735,0.2812132,0.18216527,1.2261371626414168
183,scream,yell,M+E+,尖叫,呐喊,6,4,0.391147255897522,0.17288082838058472,0.16062171757221222,0.01116118673235178,31.0,1.317020058631897,尖叫,呐喊,0.4471179246902466,0.2807372212409973,1.0,0.4390066862106323,0.025423727929592133,[],"[{'zh': '喊叫', 'rcs': 0.4403048455715179, 'w': 0.22782320362578054}, {'zh': '欢呼', 'rcs': 0.3175866305828094, 'w': 0.18876978998664773}, {'zh': '叫嚷', 'rcs': 0.393348753452301, 'w': 0.14440030688877328}]",0.7379725,0.75857437,0.74827343,0.41177428,0.42855528,0.42016476,1.0793620048741162
184,scream,lady,M+E-,尖叫,女,6,4,0.008791905827820301,0.02121548354625702,0.0,0.009583807550370693,0.0,1.1308892965316772,尖叫,女生,0.4471179246902466,0.2570992112159729,1.0,0.2261778563261032,0.04237288236618042,[],"[{'zh': '女', 'rcs': 0.3753880858421325, 'w': 0.22617785022206596}, {'zh': '淑女', 'rcs': 0.3811275660991668, 'w': 0.22617785022206596}, {'zh': '女子', 'rcs': 0.2242671996355056, 'w': 0.22617785022206596}, {'zh': '女人', 'rcs': 0.3171866238117218, 'w': 0.09528859911173618}]",0.7379725,0.70106053,0.7195165,0.41177428,0.101873435,0.25682387,1.496294889808081
185,scream,pain,M-E+,尖叫,伤痛,6,4,0.19812658429145813,0.023546157404780388,0.03108809143304825,0.0,6.0,0.0,,,,,,,,,,0.7379725,0.7658408,0.75190663,0.41177428,0.30135605,0.35656518,1.4257530964193645
186,screw,nail,M+E+,螺丝,钉,5,4,0.34020906686782837,0.16830186545848846,0.1170731708407402,0.02791869454085827,24.0,2.1776580810546875,螺丝,钉,0.5131198763847351,0.494232714176178,0.756095826625824,0.4114478826522827,0.08974359184503555,"[{'zh': '螺旋桨', 'rcs': 0.5076266527175903, 'w': 0.24390419018381151}]","[{'zh': '指甲', 'rcs': 0.4805534183979034, 'w': 0.41144787488859724}, {'zh': '钉子', 'rcs': 0.4445976316928863, 'w': 0.17710425022280543}]",0.7446698,0.7656059,0.75513786,0.43415058,0.11914565,0.2766481,0.6248888168730217
187,screw,ship,M+E-,螺丝,船,5,4,0.024078167974948883,0.09058601409196854,0.0,0.023742886260151863,0.0,2.682945966720581,螺旋桨,船,0.5076266527175903,0.5217533111572266,0.24390418827533722,1.0,0.09734513610601425,"[{'zh': '螺丝', 'rcs': 0.5131198763847351, 'w': 0.7560958098161884}]",[],0.7446698,0.8279798,0.7863248,0.43415058,0.54570097,0.48992577,0.7166113848304259
188,screw,sex,M-E+,螺丝,性,5,3,0.07751278579235077,0.002659562276676297,0.09268292784690857,0.0,19.0,0.0,,,,,,,,,,0.7446698,0.72243667,0.73355323,0.43415058,0.29370517,0.36392787,1.398968978149822
189,seal,animal,M+E+,海豹,动物,4,6,0.14345234632492065,0.08176404982805252,0.0569620281457901,0.01621852070093155,9.0,1.4758853912353516,海豹,动物,0.2252060621976852,0.5035275816917419,0.5,0.5903541445732117,0.05494505539536476,"[{'zh': '密封', 'rcs': 0.2454538196325302, 'w': 0.5}]","[{'zh': '兽', 'rcs': 0.3038774132728576, 'w': 0.2910345454408785}, {'zh': '牲畜', 'rcs': 0.2842504382133484, 'w': 0.11861132141469986}]",0.7661048,0.84472525,0.80541503,0.29184505,0.6573555,0.47460026,1.1457086580354718
190,seal,jar,M+E-,海豹,缸,4,3,0.05042066425085068,0.06929442286491394,0.0,0.015790361911058426,0.0,1.5632457733154297,密封,罐子,0.2454538196325302,0.5186755061149597,0.5,0.28422650694847107,0.1111111119389534,"[{'zh': '海豹', 'rcs': 0.2252060621976852, 'w': 0.5}]","[{'zh': '缸', 'rcs': 0.3032687902450561, 'w': 0.28422651929244713}, {'zh': '坛子', 'rcs': 0.3367401957511902, 'w': 0.28422651929244713}, {'zh': '罐头', 'rcs': 0.4481330215930938, 'w': 0.0989784531646106}, {'zh': '罐', 'rcs': 0.4865182042121887, 'w': 0.04834198895804806}]",0.7661048,0.8230291,0.794567,0.29184505,0.22502257,0.25843382,0.6716052692843313
191,seal,singer,M-E+,海豹,歌手,4,6,0.07163266837596893,0.014499999582767487,0.03797468915581703,0.0,6.0,0.0,,,,,,,,,,0.7661048,0.78461635,0.7753606,0.29184505,0.40966824,0.35075665,0.9709853067608522
192,sewer,rat,M+E+,下水道,老鼠,5,3,0.2468605488538742,0.17302678525447845,0.06145251914858818,0.054646797478199005,11.0,6.065793991088867,下水道,老鼠,0.4418801963329315,0.525272011756897,1.0,0.5054828524589539,0.10810811072587967,[],"[{'zh': '鼠', 'rcs': 0.4795914888381958, 'w': 0.49451712452432905}]",0.76699734,0.78748375,0.7772405,0.21407603,0.5262946,0.37018532,1.4720717228106135
193,sewer,mermaid,M+E-,下水道,美人鱼,5,7,0.018688470125198364,0.2599000036716461,0.0,0.10810811072587967,0.0,12.0,下水道,美人鱼,0.4418801963329315,0.4055846035480499,1.0,1.0,0.10810811072587967,[],[],0.76699734,0.8009887,0.783993,0.21407603,0.16013908,0.18710756,0.9945662632938863
194,sewer,stink,M-E+,下水道,吵闹,5,5,0.5297276377677917,0.02500000037252903,0.033519547432661057,0.0,6.0,0.0,,,,,,,,,,0.76699734,0.36970693,0.5683521,0.21407603,0.0025999595,0.10833799,0.8883665770232683
195,sharp,knife,M+E+,锋利,刀子,5,5,0.37435194849967957,0.24186764657497406,0.2739725708961487,0.05563585087656975,60.0,4.895954608917236,锋利,刀,0.3983169496059418,0.4517486691474914,0.6382308602333069,0.31963059306144714,0.27272728085517883,"[{'zh': '尖', 'rcs': 0.2377199679613113, 'w': 0.36176915618324945}]","[{'zh': '刀子', 'rcs': 0.5002323985099792, 'w': 0.6803694095529377}]",0.7699418,0.8075766,0.78875923,0.57118124,0.6887677,0.6299745,1.0399795197805732
196,sharp,scream,M+E-,锋利,尖叫,5,6,0.04909868910908699,0.06663788110017776,0.0,0.016633065417408943,0.0,1.447076678276062,尖,尖叫,0.2377199679613113,0.4471179246902466,0.3617691695690155,1.0,0.04597701132297516,"[{'zh': '锋利', 'rcs': 0.3983169496059418, 'w': 0.6382308438167505}]",[],0.7699418,0.7379725,0.75395715,0.57118124,0.41177428,0.49147776,0.6511576368264702
197,sharp,point,M-E+,锋利,指向,5,5,0.21795731782913208,0.018180454149842262,0.07305936515331268,0.0,16.0,0.0,,,,,,,,,,0.7699418,0.72487867,0.74741024,0.57118124,0.10333664,0.33725893,1.3176027955431653
198,sheet,pillow,M+E+,床单,枕头,5,6,0.43434712290763855,0.34813836216926575,0.04484305530786514,0.049611203372478485,10.0,3.9688961505889893,床单,枕头,0.279130756855011,0.4794847369194031,0.6614826917648315,1.0,0.07500000298023224,"[{'zh': '纸张', 'rcs': 0.4602515995502472, 'w': 0.33851730911067296}]",[],0.7659373,0.79217243,0.7790549,0.31622943,0.74965966,0.53294456,0.48969146042850153
199,sheet,pen,M+E-,床单,钢笔,5,3,0.05939730256795883,0.09464943408966064,0.0,0.011573242023587227,0.0,1.3540692329406738,纸张,笔,0.4602515995502472,0.2590196132659912,0.33851730823516846,0.5,0.0683760717511177,"[{'zh': '床单', 'rcs': 0.279130756855011, 'w': 0.661482690889327}]","[{'zh': '钢笔', 'rcs': 0.2198588103055954, 'w': 0.5}]",0.7659373,0.75962746,0.7627824,0.31622943,0.7793726,0.547801,1.0528821067479224
200,sheet,rain,M-E+,床单,下雨,5,4,0.14197951555252075,0.023659031838178635,0.03139013051986694,0.0,7.0,0.0,,,,,,,,,,0.7659373,0.7865754,0.7762563,0.31622943,0.34192422,0.32907683,0.9169235779715984
201,shell,sea,M+E+,贝壳,海,5,3,0.3662668466567993,0.06884420663118362,0.20418845117092133,0.01132288109511137,39.0,0.99641352891922,贝壳,大海,0.3945035934448242,0.3686357140541076,0.42110535502433777,0.3380265533924103,0.07954545319080353,"[{'zh': '壳', 'rcs': 0.5318855047225952, 'w': 0.26131626209796166}, {'zh': '骨架', 'rcs': 0.4344162046909332, 'w': 0.18907589993328658}, {'zh': '炮弹', 'rcs': 0.3182783424854278, 'w': 0.1285024854830877}]","[{'zh': '海', 'rcs': 0.2446184605360031, 'w': 0.34962473494946494}, {'zh': '海洋', 'rcs': 0.3984117209911346, 'w': 0.3123487031553847}]",0.8229971,0.86250806,0.8427526,0.36660066,0.3810418,0.37382123,1.2680553225697633
202,shell,slim,M+E-,贝壳,瘦,5,4,0.026105888187885284,0.04227737337350845,0.0,0.007813053205609322,0.0,0.9453794956207275,骨架,瘦,0.4344162046909332,0.2281483858823776,0.18907590210437775,1.0,0.041322313249111176,"[{'zh': '贝壳', 'rcs': 0.3945035934448242, 'w': 0.4211053524856641}, {'zh': '壳', 'rcs': 0.5318855047225952, 'w': 0.26131626209796166}, {'zh': '炮弹', 'rcs': 0.3182783424854278, 'w': 0.1285024854830877}]",[],0.8229971,0.67208874,0.7475429,0.36660066,0.29442403,0.33051234,0.9497242824137853
203,shell,oil,M-E+,贝壳,油,5,3,0.12833328545093536,0.029024234041571617,0.04188482463359833,0.0,8.0,0.0,,,,,,,,,,0.8229971,0.73983413,0.7814156,0.36660066,0.23999403,0.30329734,1.1541165329810923
204,sink,ship,M+E+,挖,船,4,4,0.16224057972431183,0.13426531851291656,0.04347825422883034,0.024978142231702805,8.0,2.5727486610412598,下沉,船,0.335970789194107,0.5217533111572266,0.32159358263015747,1.0,0.0776699036359787,"[{'zh': '挖', 'rcs': 0.245032325387001, 'w': 0.3215935772131797}, {'zh': '下陷', 'rcs': 0.2833151519298553, 'w': 0.3215935772131797}, {'zh': '降低', 'rcs': 0.2159217745065689, 'w': 0.035219268360460895}]",[],0.578077,0.8279798,0.70302844,0.12548529,0.54570097,0.33559313,0.9620161578458462
205,sink,rise,M+E-,挖,上升,4,4,0.04610166698694229,0.057446327060461044,0.0,0.010357127524912357,0.0,1.066784143447876,下沉,上升,0.335970789194107,0.3109742105007171,0.32159358263015747,0.82929527759552,0.03883495181798935,"[{'zh': '挖', 'rcs': 0.245032325387001, 'w': 0.3215935772131797}, {'zh': '下陷', 'rcs': 0.2833151519298553, 'w': 0.3215935772131797}, {'zh': '降低', 'rcs': 0.2159217745065689, 'w': 0.035219268360460895}]","[{'zh': '增长', 'rcs': 0.2891542613506317, 'w': 0.17070472211336812}]",0.578077,0.65922374,0.6186504,0.12548529,0.22844301,0.17696415,0.705315723818144
206,sink,tub,M-E+,挖,盆,4,3,0.5263946056365967,0.0137901920825243,0.03804348409175873,0.0,7.0,0.0,,,,,,,,,,0.578077,0.6492201,0.61364853,0.12548529,0.09863524,0.112060264,0.5180482073347136
207,site,area,M+E+,场所,场地,4,4,0.23449395596981049,0.08238376677036285,0.0416666716337204,0.008617171086370945,9.0,1.1977866888046265,场所,场地,0.2181979268789291,0.2410415709018707,0.7300111651420593,0.3281557261943817,0.035971224308013916,"[{'zh': '地点', 'rcs': 0.3332363367080688, 'w': 0.26998882409914665}]","[{'zh': '面积', 'rcs': 0.4091840088367462, 'w': 0.3281557120225794}, {'zh': '地域', 'rcs': 0.3876585662364959, 'w': 0.14713191289801802}, {'zh': '区', 'rcs': 0.4339649677276611, 'w': 0.11992787865294534}, {'zh': '地方', 'rcs': 0.3078873455524444, 'w': 0.07662878440387767}]",0.6207391,0.67047954,0.6456093,0.34485286,0.15819186,0.25152236,1.0766892300586879
208,site,slot,M+E-,场所,时间,4,4,0.060314878821372986,0.060609664767980576,0.0,0.019205449149012566,0.0,2.131804943084717,地点,时间,0.3332363367080688,0.2251467704772949,0.2699888348579407,0.5263933539390564,0.13513512909412384,"[{'zh': '场所', 'rcs': 0.2181979268789291, 'w': 0.7300111759008534}]","[{'zh': '位置', 'rcs': 0.2157442718744278, 'w': 0.4736066227248223}]",0.6207391,0.60475415,0.6127466,0.34485286,0.041855346,0.1933541,0.6839909910759452
209,site,web,M-E+,场所,网络,4,3,0.22596342861652374,0.0203301589936018,0.15740738809108734,0.0,34.0,0.0,,,,,,,,,,0.6207391,0.679988,0.65036356,0.34485286,0.4967448,0.42079884,0.651546545920652
210,skate,ski,M+E+,滑冰,滑雪,5,3,0.3505875766277313,0.501800000667572,0.033557042479515076,0.03488372266292572,5.0,3.0,滑冰,滑雪,0.3423976600170135,0.472254991531372,1.0,1.0,0.03488372266292572,[],[],0.7046778,0.7487869,0.7267324,0.06800411,0.052774593,0.06038935,0.9874251956995516
211,skate,title,M+E-,滑冰,冠军,5,5,0.016111599281430244,0.30970001220703125,0.0,0.03488372266292572,0.0,3.0,滑冰,冠军,0.3423976600170135,0.2084692567586898,1.0,1.0,0.03488372266292572,[],[],0.7046778,0.3663952,0.5355365,0.06800411,0.0030042636,0.035504185,1.3152939482408632
212,skate,board,M-E+,滑冰,委员会,5,5,0.10863705724477768,0.016599999740719795,0.20134225487709045,0.0,30.0,0.0,,,,,,,,,,0.7046778,0.5308222,0.61775005,0.06800411,0.009992078,0.038998093,1.2889299495745763
213,skull,bone,M+E+,头骨,骨,5,4,0.37230509519577026,0.13910190761089325,0.32608699798583984,0.011891048401594162,45.0,1.3555794954299927,头骨,骨头,0.5555534362792969,0.5531677603721619,0.5,0.27111589908599854,0.08771929889917374,"[{'zh': '脑袋', 'rcs': 0.3159124553203583, 'w': 0.5}]","[{'zh': '骨', 'rcs': 0.535764753818512, 'w': 0.5007268142487543}, {'zh': '舌头', 'rcs': 0.4872653484344482, 'w': 0.22815729495438342}]",0.74810874,0.7707477,0.75942826,0.3941793,0.30005962,0.34711945,0.5790073972029947
214,skull,pouch,M+E-,头骨,袋子,5,5,0.054471634328365326,0.0957999974489212,0.0,0.013636363670229912,0.0,1.5,脑袋,袋子,0.3159124553203583,0.5022851824760437,0.5,1.0,0.027272727340459824,"[{'zh': '头骨', 'rcs': 0.5555534362792969, 'w': 0.5}]",[],0.74810874,0.7399102,0.7440095,0.3941793,0.523049,0.45861417,1.2000824776887307
215,skull,tattoo,M-E+,头骨,花纹,5,6,0.1345696747303009,0.03739999979734421,0.02173912525177002,0.0,3.0,0.0,,,,,,,,,,0.74810874,0.61375374,0.6809312,0.3941793,0.063368395,0.22877386,0.5103625573504488
216,slice,meat,M+E+,锅铲,肉,5,4,0.2624482214450836,0.30693960189819336,0.014925369061529636,0.010561827570199966,3.0,0.9400026798248291,片,肉,0.240795686841011,0.5685207843780518,0.31333422660827637,1.0,0.033707864582538605,"[{'zh': '锅铲', 'rcs': 0.2552796304225921, 'w': 0.6866657782216525}]",[],0.7353474,0.8459676,0.7906575,0.022902219,0.49032253,0.25661236,1.406891128342882
217,slice,pot,M+E-,锅铲,锅,5,3,0.05735597386956215,0.15610665082931519,0.0,0.02072964608669281,0.0,2.052234649658203,锅铲,锅,0.2552796304225921,0.4778297543525696,0.6866657733917236,0.3320772647857666,0.09090909361839294,"[{'zh': '片', 'rcs': 0.240795686841011, 'w': 0.31333422177834747}]","[{'zh': '碗', 'rcs': 0.4747569262981415, 'w': 0.33207725805281285}, {'zh': '容器', 'rcs': 0.3640560507774353, 'w': 0.16930954855968877}, {'zh': '盒', 'rcs': 0.4355296492576599, 'w': 0.09453616201644538}, {'zh': '壶', 'rcs': 0.4717013537883758, 'w': 0.07199977331824006}]",0.7353474,0.7677407,0.75154406,0.022902219,0.2769282,0.1499152,1.4227645320590734
218,slice,orange,M-E+,锅铲,橙汁,5,6,0.26062285900115967,0.022673701867461205,0.049751248210668564,0.0,10.0,0.0,,,,,,,,,,0.7353474,0.818682,0.77701473,0.022902219,0.47633475,0.24961849,1.0392320667625607
219,slide,park,M+E+,滑梯,庭院,5,4,0.24500644207000732,0.05201678350567818,0.04477611929178238,0.00922185368835926,9.0,1.1619534492492676,滑梯,公园,0.3873946964740753,0.5533136129379272,0.5,0.38731783628463745,0.0476190485060215,"[{'zh': '滑动', 'rcs': 0.4370788633823395, 'w': 0.5}]","[{'zh': '庭院', 'rcs': 0.3167878687381744, 'w': 0.3873178485052622}, {'zh': '停车场', 'rcs': 0.4356929063796997, 'w': 0.16419304137673238}, {'zh': '庄园', 'rcs': 0.3247393667697906, 'w': 0.06117126161274324}]",0.73754287,0.78119713,0.75936997,0.11800272,0.1420726,0.13003767,0.9303232895129694
220,slide,child,M+E-,滑梯,女儿,5,5,0.07238569855690002,0.032090239226818085,0.0,0.010237779468297958,0.0,1.2899601459503174,滑梯,小孩,0.3873946964740753,0.300133466720581,0.5,0.12382668256759644,0.1587301641702652,"[{'zh': '滑动', 'rcs': 0.4370788633823395, 'w': 0.5}]","[{'zh': '女儿', 'rcs': 0.3485642671585083, 'w': 0.4042131146934415}, {'zh': '儿童', 'rcs': 0.2888596951961517, 'w': 0.19845540966654351}, {'zh': '儿子', 'rcs': 0.3133778274059295, 'w': 0.15180410567274608}, {'zh': '孩子', 'rcs': 0.3606066405773163, 'w': 0.12170068952723075}]",0.73754287,0.6764439,0.70699334,0.11800272,0.24452023,0.18126148,1.2114621295291192
221,slide,metal,M-E+,滑梯,金属,5,5,0.046832963824272156,0.03579999879002571,0.024875624105334282,0.0,5.0,0.0,,,,,,,,,,0.73754287,0.79557395,0.7665584,0.11800272,0.69042593,0.40421432,0.3680953076212024
222,smooth,skin,M+E+,光滑,皮肤,6,4,0.2037767767906189,0.17279663681983948,0.054726362228393555,0.09390713274478912,11.0,9.578527450561523,光滑,皮肤,0.4371867179870605,0.5646045207977295,1.0,0.4789263606071472,0.19607843458652496,[],"[{'zh': '壳', 'rcs': 0.3820466101169586, 'w': 0.1817293657600022}, {'zh': '剥皮', 'rcs': 0.3006784617900848, 'w': 0.17885542186769768}, {'zh': '毛皮', 'rcs': 0.363589197397232, 'w': 0.16048884487323642}]",0.7832629,0.7957984,0.78953063,0.5231723,0.27219588,0.3976841,1.4174188529509097
223,smooth,plane,M+E-,光滑,滑翔,6,5,0.05636410042643547,0.12854373455047607,0.0,0.013219223357737064,0.0,1.3483607769012451,光滑,平面,0.4371867179870605,0.2684282958507538,1.0,0.44945359230041504,0.029411764815449715,[],"[{'zh': '滑翔', 'rcs': 0.3761391341686249, 'w': 0.44945360527190037}, {'zh': '飞机', 'rcs': 0.4154236614704132, 'w': 0.10109278945619923}]",0.7832629,0.7042102,0.74373657,0.5231723,0.3956297,0.459401,1.4540660165642572
224,smooth,sailing,M-E+,光滑,航班,6,7,0.09362836927175522,0.02110472321510315,0.029850751161575317,0.0,6.0,0.0,,,,,,,,,,0.7832629,0.6612883,0.7222756,0.5231723,0.052034944,0.28760362,0.6909144330747565
225,snow,white,M+E+,下雪,白,4,5,0.16047242283821106,0.07283750176429749,0.36477991938591003,0.01666666753590107,58.0,1.75,下雪,白色,0.259146898984909,0.4515153765678406,0.5,0.25,0.13333334028720856,"[{'zh': '雪花', 'rcs': 0.3500865399837494, 'w': 0.5}]","[{'zh': '白', 'rcs': 0.2417072206735611, 'w': 0.25}, {'zh': '雪白', 'rcs': 0.4313930571079254, 'w': 0.25}, {'zh': '白色的', 'rcs': 0.4358446896076202, 'w': 0.25}]",0.80626625,0.7987871,0.8025267,0.3016111,0.652965,0.47728807,1.3736037908097452
226,snow,ale,M+E-,下雪,啤酒,4,3,0.02655950002372265,0.08124999701976776,0.0,0.04854368790984154,0.0,5.0,雪花,啤酒,0.3500865399837494,0.4889015555381775,0.5,1.0,0.09708737581968307,"[{'zh': '下雪', 'rcs': 0.259146898984909, 'w': 0.5}]",[],0.80626625,0.77933425,0.79280025,0.3016111,0.07249205,0.18705156,1.2318015101943898
227,snow,soft,M-E+,下雪,软,4,4,0.07365761697292328,0.02333788014948368,0.025157233700156212,0.0,4.0,0.0,,,,,,,,,,0.80626625,0.79574925,0.80100775,0.3016111,0.32706863,0.31433988,0.9080293356449338
228,solid,rock,M+E+,固体,钻石,5,4,0.241864413022995,0.049872927367687225,0.12883436679840088,0.010648103430867195,21.0,1.277772307395935,坚固,石头,0.2520243227481842,0.2639249563217163,0.5,0.2839494049549103,0.07500000298023224,"[{'zh': '固体', 'rcs': 0.4507730305194855, 'w': 0.5}]","[{'zh': '钻石', 'rcs': 0.2007309198379516, 'w': 0.7160506063685319}]",0.7583316,0.5878591,0.67309535,0.64797664,0.06207218,0.3550244,1.0429794889611281
229,solid,wet,M+E-,固体,湿,5,3,0.040642332285642624,0.018676431849598885,0.0,0.011438240297138691,0.0,1.3268358707427979,固体,液体,0.4507730305194855,0.3145627677440643,0.5,0.07804916799068451,0.2931034564971924,"[{'zh': '坚固', 'rcs': 0.2520243227481842, 'w': 0.5}]","[{'zh': '湿', 'rcs': 0.4603066146373749, 'w': 0.25993643248032516}, {'zh': '湿的', 'rcs': 0.4789307117462158, 'w': 0.25993643248032516}, {'zh': '潮湿', 'rcs': 0.4323588013648987, 'w': 0.25993643248032516}, {'zh': '水', 'rcs': 0.3768291473388672, 'w': 0.14214153668897236}]",0.7583316,0.810579,0.7844553,0.64797664,0.37285385,0.51041526,1.0412334390616724
230,solid,state,M-E+,固体,国家,5,5,0.04640054702758789,0.010571155697107315,0.030674846842885017,0.0,5.0,0.0,,,,,,,,,,0.7583316,0.7015089,0.72992027,0.64797664,0.25638014,0.4521784,1.2494103769245366
231,sperm,male,M+E+,精子,男性,5,4,0.18256956338882446,0.18857234716415405,0.06557377427816391,0.08922981470823288,12.0,6.692236423492432,精子,男性,0.5983464121818542,0.3941675722599029,0.7435818314552307,1.0,0.11999999731779099,"[{'zh': '精液', 'rcs': 0.5561825633049011, 'w': 0.2564181623648632}]",[],0.77611023,0.7709186,0.7735144,0.3527292,0.046534922,0.19963206,1.0920962381799522
232,sperm,bloke,M+E-,精子,男人,5,5,0.051741212606430054,0.09392188489437103,0.0,0.02846117503941059,0.0,2.1345882415771484,精液,男人,0.5561825633049011,0.3848049640655517,0.2564181685447693,0.7176709175109863,0.09090909361839294,"[{'zh': '精子', 'rcs': 0.5983464121818542, 'w': 0.7435818376351369}]","[{'zh': '家伙', 'rcs': 0.4022364318370819, 'w': 0.28232908843550797}]",0.77611023,0.68595093,0.7310306,0.3527292,0.14578894,0.24925907,0.8844125984896477
233,sperm,whale,M-E+,精子,鲸,5,5,0.21753138303756714,0.014822064898908138,0.14754098653793335,0.0,27.0,0.0,,,,,,,,,,0.77611023,0.8123611,0.7942357,0.3527292,0.5650439,0.45888656,0.3445582949532474
234,spin,wheel,M+E+,旋转,车轮,4,5,0.28807416558265686,0.061639029532670975,0.029556646943092346,0.008497113361954689,6.0,0.7987287044525146,转动,轮子,0.2905631363391876,0.5315656661987305,0.4763233959674835,0.23955173790454865,0.07446808367967606,"[{'zh': '旋转', 'rcs': 0.2885651886463165, 'w': 0.5236766046364622}]","[{'zh': '车轮', 'rcs': 0.547667920589447, 'w': 0.23955173710622196}, {'zh': '方向盘', 'rcs': 0.4993504583835602, 'w': 0.23955173710622196}, {'zh': '轮', 'rcs': 0.3787873983383178, 'w': 0.23955173710622196}, {'zh': '轮椅', 'rcs': 0.3203202188014984, 'w': 0.041793051575112115}]",0.7111176,0.8055589,0.7583383,0.03836216,0.2208088,0.12958547,1.0739378500657486
235,spin,leap,M+E-,旋转,跳跃,4,4,0.0461551770567894,0.16925227642059326,0.0,0.1496219038963318,0.0,15.710298538208008,旋转,跳跃,0.2885651886463165,0.2716983556747436,0.5236766338348389,1.0,0.2857142984867096,"[{'zh': '转动', 'rcs': 0.2905631363391876, 'w': 0.4763233953635378}]",[],0.7111176,0.6972972,0.7042074,0.03836216,0.0020978816,0.020230021,0.4257849458804367
236,spin,round,M-E+,旋转,回合,4,5,0.17465639114379883,0.0211963914334774,0.06403941661119461,0.0,13.0,0.0,,,,,,,,,,0.7111176,0.46832725,0.58972245,0.03836216,0.014070731,0.026216445,0.9516713868664218
237,spine,bone,M+E+,脊柱,骨,5,4,0.20463146269321442,0.10547298192977905,0.060301508754491806,0.01008529495447874,12.0,0.7463119626045227,脊柱,骨头,0.5940449237823486,0.5531677603721619,0.550548255443573,0.27111589908599854,0.06756756454706192,"[{'zh': '背', 'rcs': 0.3529384136199951, 'w': 0.29316027912838}, {'zh': '刺', 'rcs': 0.3742818534374237, 'w': 0.15629146524398665}]","[{'zh': '骨', 'rcs': 0.535764753818512, 'w': 0.5007268142487543}, {'zh': '舌头', 'rcs': 0.4872653484344482, 'w': 0.22815729495438342}]",0.7388731,0.7707477,0.75481045,0.16916916,0.30005962,0.23461439,0.9498350371092776
238,spine,backpack,M+E-,脊柱,背包,5,8,0.023565657436847687,0.06839429587125778,0.0,0.037497248500585556,0.0,3.2247631549835205,背,背包,0.3529384136199951,0.5377047657966614,0.2931602895259857,1.0,0.12790697813034058,"[{'zh': '脊柱', 'rcs': 0.5940449237823486, 'w': 0.5505482556276334}, {'zh': '刺', 'rcs': 0.3742818534374237, 'w': 0.15629146524398665}]",[],0.7388731,0.7042114,0.72154224,0.16916916,0.035007514,0.10208833,1.477875243515954
239,spine,tap,M-E+,脊柱,水龙头,5,3,0.10656245797872543,0.03396882861852646,0.02512562833726406,0.0,5.0,0.0,,,,,,,,,,0.7388731,0.69501346,0.71694326,0.16916916,0.5978189,0.38349402,1.2269276828065487
240,sports,running,M+E+,体育,跑,6,7,0.2812228202819824,0.1741248369216919,0.042168669402599335,0.02812894433736801,7.0,3.684891700744629,运动,跑步,0.2600416839122772,0.2267284095287323,0.2164754569530487,0.36176687479019165,0.1164383590221405,"[{'zh': '体育', 'rcs': 0.4324929714202881, 'w': 0.7835245430329306}]","[{'zh': '跑', 'rcs': 0.2226924896240234, 'w': 0.6382331357135055}]",0.7607556,0.7895584,0.775157,0.24604157,0.34699973,0.29652065,1.1520182988634882
241,sports,teacher,M+E-,体育,老师,6,7,0.015414093621075153,0.05392153561115265,0.0,0.012296183966100216,0.0,1.6108001470565796,体育,老师,0.4324929714202881,0.3468257486820221,0.7835245132446289,0.5139597058296204,0.030534351244568825,"[{'zh': '运动', 'rcs': 0.2600416839122772, 'w': 0.21647545696706927}]","[{'zh': '教师', 'rcs': 0.5814129710197449, 'w': 0.27992430342702346}, {'zh': '先生', 'rcs': 0.3092143535614013, 'w': 0.20611599535842348}]",0.7607556,0.7545064,0.757631,0.24604157,0.3640417,0.3050416,0.9201942500405542
242,sports,team,M-E+,体育,队伍,6,4,0.3059673607349396,0.026666082441806793,0.024096384644508362,0.0,4.0,0.0,,,,,,,,,,0.7607556,0.6859404,0.723348,0.24604157,0.06955115,0.15779635,1.3281213642064484
